candidate_id,algorithm,feature_set,params,n_clusters,silhouette_score,davies_bouldin_score,calinski_harabasz_score,inertia,noise_ratio,acceptable_noise,valid_candidate,preferred_cluster_count,interpretability_rank,feature_set_rank
113,agglomerative,numeric_only,"{""linkage"": ""complete"", ""n_clusters"": 4}",4,0.39013868362208315,0.9265794326726065,119.85700374534723,,0.0,True,True,True,2,1
114,agglomerative,numeric_only,"{""linkage"": ""average"", ""n_clusters"": 4}",4,0.3839056982213577,0.9816869384410498,111.62927221991741,,0.0,True,True,True,3,1
115,agglomerative,numeric_only,"{""linkage"": ""single"", ""n_clusters"": 4}",4,0.042500057406978424,0.6158291765946154,2.644480609182017,,0.0,True,True,True,6,1
116,agglomerative,numeric_only,"{""linkage"": ""ward"", ""n_clusters"": 5}",5,0.39002826186267214,0.9162886109753661,107.82656032570374,,0.0,True,True,True,1,1
117,agglomerative,numeric_only,"{""linkage"": ""complete"", ""n_clusters"": 5}",5,0.3999821356530837,0.8847668365863901,121.43772559342926,,0.0,True,True,True,2,1
118,agglomerative,numeric_only,"{""linkage"": ""average"", ""n_clusters"": 5}",5,0.40956924875250705,0.9202868175797428,116.48239037075764,,0.0,True,True,True,3,1
119,agglomerative,numeric_only,"{""linkage"": ""single"", ""n_clusters"": 5}",5,0.0030237255251292527,0.6287767234229444,3.2767531817974183,,0.0,True,True,True,6,1
120,agglomerative,numeric_only,"{""linkage"": ""ward"", ""n_clusters"": 6}",6,0.4201169558789579,0.8521020845733146,127.98645433956887,,0.0,True,True,True,1,1
121,agglomerative,numeric_only,"{""linkage"": ""complete"", ""n_clusters"": 6}",6,0.37456111132591957,1.0004924898802199,109.4153502193853,,0.0,True,True,True,2,1
122,agglomerative,numeric_only,"{""linkage"": ""average"", ""n_clusters"": 6}",6,0.38957308601543233,0.8646021346720328,102.03702529233978,,0.0,True,True,True,3,1
123,agglomerative,numeric_only,"{""linkage"": ""single"", ""n_clusters"": 6}",6,-0.04275003780616146,0.6369704199449976,3.4751010034214995,,0.0,True,True,True,6,1
124,agglomerative,numeric_only,"{""linkage"": ""ward"", ""n_clusters"": 7}",7,0.3982948069934959,0.8513293747552518,120.68680526925652,,0.0,True,True,False,1,1
125,agglomerative,numeric_only,"{""linkage"": ""complete"", ""n_clusters"": 7}",7,0.34342457167553847,1.1307776094473234,100.98421848774758,,0.0,True,True,False,2,1
126,agglomerative,numeric_only,"{""linkage"": ""average"", ""n_clusters"": 7}",7,0.38004372171306033,0.8389317758466733,95.08598106263571,,0.0,True,True,False,3,1
127,agglomerative,numeric_only,"{""linkage"": ""single"", ""n_clusters"": 7}",7,-0.04591363708764317,0.6723467398794561,4.176775730363518,,0.0,True,True,False,6,1
128,agglomerative,numeric_only,"{""linkage"": ""ward"", ""n_clusters"": 8}",8,0.36647935858620484,0.8415867719430778,118.06679638909685,,0.0,True,True,False,1,1
129,agglomerative,numeric_only,"{""linkage"": ""complete"", ""n_clusters"": 8}",8,0.3713674074033071,1.0913588073291594,113.45516288860019,,0.0,True,True,False,2,1
130,agglomerative,numeric_only,"{""linkage"": ""average"", ""n_clusters"": 8}",8,0.375566879142718,0.8431266360794223,87.49720066508797,,0.0,True,True,False,3,1
131,agglomerative,numeric_only,"{""linkage"": ""single"", ""n_clusters"": 8}",8,-0.04646940949300911,0.6580190982181164,3.9854696710966566,,0.0,True,True,False,6,1
132,agglomerative,numeric_only,"{""linkage"": ""ward"", ""n_clusters"": 9}",9,0.3753854624760521,0.8582348611138735,117.47512295202331,,0.0,True,True,False,1,1
133,agglomerative,numeric_only,"{""linkage"": ""complete"", ""n_clusters"": 9}",9,0.37680900664451444,0.9931396525816455,108.8409920128776,,0.0,True,True,False,2,1
134,agglomerative,numeric_only,"{""linkage"": ""average"", ""n_clusters"": 9}",9,0.40685927643979275,0.7639409469521374,106.96603471253718,,0.0,True,True,False,3,1
135,agglomerative,numeric_only,"{""linkage"": ""single"", ""n_clusters"": 9}",9,0.06878060798495006,0.6998348164857281,12.701351482433582,,0.0,True,True,False,6,1
136,agglomerative,numeric_only,"{""linkage"": ""ward"", ""n_clusters"": 10}",10,0.3808885873908944,0.8854706168130535,117.2218945177966,,0.0,True,True,False,1,1
137,agglomerative,numeric_only,"{""linkage"": ""complete"", ""n_clusters"": 10}",10,0.37137354099554154,0.9446891309215821,105.72410050267399,,0.0,True,True,False,2,1
138,agglomerative,numeric_only,"{""linkage"": ""average"", ""n_clusters"": 10}",10,0.39544336024916205,0.763828882525162,105.33810662628237,,0.0,True,True,False,3,1
139,agglomerative,numeric_only,"{""linkage"": ""single"", ""n_clusters"": 10}",10,0.04003725890291634,0.7134567322553714,11.83703455652322,,0.0,True,True,False,6,1
140,dbscan,numeric_only,"{""eps"": 0.3, ""min_samples"": 3}",12,,,,,0.515,False,False,False,4,1
141,dbscan,numeric_only,"{""eps"": 0.3, ""min_samples"": 4}",7,,,,,0.605,False,False,False,4,1
142,dbscan,numeric_only,"{""eps"": 0.3, ""min_samples"": 5}",10,,,,,0.67,False,False,False,4,1
143,dbscan,numeric_only,"{""eps"": 0.3, ""min_samples"": 8}",0,,,,,1.0,False,False,False,4,1
144,dbscan,numeric_only,"{""eps"": 0.3, ""min_samples"": 10}",0,,,,,1.0,False,False,False,4,1
145,dbscan,numeric_only,"{""eps"": 0.4, ""min_samples"": 3}",10,,,,,0.295,False,False,False,4,1
146,dbscan,numeric_only,"{""eps"": 0.4, ""min_samples"": 4}",8,,,,,0.365,False,False,False,4,1
147,dbscan,numeric_only,"{""eps"": 0.4, ""min_samples"": 5}",6,,,,,0.49,False,False,True,4,1
148,dbscan,numeric_only,"{""eps"": 0.4, ""min_samples"": 8}",3,,,,,0.725,False,False,True,4,1
149,dbscan,numeric_only,"{""eps"": 0.4, ""min_samples"": 10}",2,,,,,0.85,False,False,False,4,1
